gnd_id,german_name,related_subjects
4471079-3,Gewährsmann,Person | Bürge | Zeuge
4472342-8,Aussagekraft,
4472376-3,Privatgebrauch,
4472614-4,Selbstzitat,Zitat
4474159-5,Mehrdimensionalität,Dimension
4474645-3,Aufholprozess,
4477737-1,Verleitung,
4477756-5,Anmeldung,
4478006-0,Absprache,Vereinbarung
4482043-4,Übergangsregelung,"Regelung,Organisation | Zwischenlösung"
4484674-5,Gültigkeit,
4485649-0,Jahrtausend,
4489421-1,Folgenutzung,Nutzung
4490682-1,Briefpartnerin,Briefpartner
4491658-9,Durchbrechung,
4492279-6,Ankündigung,Mitteilung
4492285-1,Segment,
4498002-4,Exposé Marketing,Prospekt
4500489-4,Entmaterialisierung,
4500740-8,Künstlichkeit,
4500937-5,Zweiteilung,Teilung | Dichotomie
4501085-7,Auszug,
4501528-4,Niveau,
4502728-6,Überprüfbarkeit,
4503152-6,Ordnen,Ordnung
4503952-5,Eigendynamik,Dynamik
4507632-7,Linearität,
4507704-6,Reihenfolge,
4509927-3,Wiedergründung,Gründung
4510161-9,Türmer,Wächter | Türmerin
4513430-3,Anwesenheit,
4515879-4,Anbahnung,
4519319-8,Grenzfall,
4522595-3,Fallstudiensammlung,Beispielsammlung
4522856-5,Audiovisuelles Material,
4522869-3,CD,Optische Speicherplatte | Tonträger | CD-ROM
4523048-1,Audiovisuelles Material für Kinder,
4523049-3,CD für Kinder,
4523051-1,CD-ROM für Kinder,
4523052-3,Diskette für Kinder,
4523053-5,Elektronische Publikation für Kinder,
4523054-7,Film für Kinder,
4523056-0,Videokassette für Kinder,
4523057-2,Schallplatte für Kinder,
4523058-4,Tonkassette für Kinder,
4523059-6,Tonträger für Kinder,
4527109-4,Schwächling,
4530570-5,Revival,Erneuerung
4533702-0,Kombinationsverfahren,
4537412-0,Berücksichtigung,
4541338-1,Unveräußerlichkeit,
4560364-9,Teilnehmerin,Teilnehmer
4562113-5,Gründer,Gründerin | Gründung
4566706-8,Obergutachten,Gutachten
4583858-6,Ordnungsdienst,
4585132-3,DVD-ROM für Kinder,"CD-ROM,für Kinder"
4585133-5,DVD-Audio für Kinder,"CD-ROM,für Kinder"
4585135-9,DVD-Video für Kinder,"CD-ROM,für Kinder"
4587467-0,Mitgliederversammlung,Versammlung
4590565-4,Repräsentativität,
4599039-6,Vergröberung,
4601884-0,Beobachter,Beobachtung
4602744-0,Feinkorrektur,Korrektur
4606534-9,Abgeschlossene Bibliografie,Bibliografie
4608414-9,Sprechstunde,
4611898-6,Film 8 mm,Film
4611899-8,Film Super-8,Film
4611900-0,Film 70 mm,Film
4611901-2,Film 65 mm,Film
4611902-4,Film 35 mm,Film
4611903-6,Film 16 mm,Film
4616387-6,Wendepunkt,
4616945-3,Ersatzmaßnahme,Maßnahme
4627891-6,Tagesordnung,
4632095-7,DISMA,Katastrophenmanagement | Beratungssystem
4632655-8,Planungsgruppe,Gruppe
4636457-2,Periodische Bibliografie,Bibliografie
4647529-1,Vorform,
4651655-4,Reformer,Reform
4658166-2,Kindergipfel,Konferenz
4660061-9,Selbstkompensation,Kompensation
4662852-6,Einschnitt,
4666240-6,Zerschneidung,
4671154-5,Jahreszahl,Zahl
4673291-3,Zeitmaß,
4673757-1,Großmeister,
4687546-3,Verbundsystem,
4689019-1,Großformat,Format
4694082-0,Zuflucht,Schutz
4697347-3,Spekulation,
4702225-5,Hauptwerk,Werk
4706879-6,Wichtigkeit,
4719149-1,Bewertungsausschuss,Ausschuss
4723160-9,Et-Zeichen,Abkürzung
4730794-8,Auswahlbibliografie,Bibliografie
4731131-9,Nachbearbeitung,Bearbeitung
4732816-2,Unfreiheit,Unfreier | Sklaverei
4737963-7,Prunk,
4739586-2,Klumpung,
4744408-3,Trophäe,
4746504-9,Saison,
4749255-7,Gründungsfeier,Feier | Fest
4760029-9,Interoperabilität,Kompatibilität
4768168-8,Muster Struktur,
4779145-7,Fesseln,
4782214-4,Generation 3,
4783825-5,Bildwissenschaft,Medienwissenschaft
4784206-4,Apodiktik,
4797474-6,Stammgast,Gast
4804018-6,Hülle,
4827203-6,Freilichtveranstaltung,Veranstaltung
4831168-6,Holonisches System,System
7517868-0,Aufrichten,
7518570-2,Tummelplatz,Spielplatz | Platz
7519703-0,Oberhaupt,
7527889-3,Pulk,
7531324-8,Messbarkeit,Messung
7536890-0,Pionierin,Pionier
7540330-4,Vermittlung,
7541446-6,Türmerin,Wächterin | Türmer
7541447-8,Wächterin,Wächter
7556778-7,Unikat,Sachkultur
7570561-8,Reaktion,
7572711-0,Unglücksfall,Ereignis
7578004-5,Pseudonymenlexikon Bibliografie,
7578006-9,Gaunerzinken,Zeichen
7578966-8,Beweisbarkeit,Beweis
7588658-3,Abgeschlossenheit,
7594662-2,Verborgenheit,
7608755-4,Gründerin,Gründer
7609870-9,Schlüsselereignis,Ereignis
7620642-7,Defätismus,
7682444-5,Betriebsamkeit,
7696527-2,Ex-ante-Beurteilung,Ex-post-Beurteilung
7696528-4,Ex-post-Beurteilung,Ex-ante-Beurteilung
7708126-2,Teilbestand,Bestand
7709540-6,Entschleunigung,Slow-Bewegung
7715772-2,Ehrerbietung,Achtung
7717700-9,Besichtigung,
7717705-8,Bittsteller,
7717715-0,Fußtritt,Gewalttätigkeit | Körperverletzung
7717792-7,Benutzerin,Benutzer
7723386-4,Eile,
7730346-5,Großeinsatz,Einsatz
7731743-9,Testbed,Testen | Simulation
7738941-4,Ansprechpartner,
7756340-2,Selbstorganisierte Kritikalität,Selbstorganisation
7854995-4,Fahnenträger,
7856650-2,Reservierung,
7857803-6,Mindestalter,Altersgrenze
7859045-0,Effektivität,Effizienz | Wirtschaftlichkeit
1034637800,Kleinformat,Format
1043984526,Zweifler,Zweifel
1051523087,Entkleidung,
1051614368,Ideengeber,Ideengeberin
1084823853,Ring Allgemeinbegriff,
1095517384,Ethnografika,
1103593838,Prioritätsstreit,Streit
1105071049,Eisstraße,Straße
1112628185,Krisenstab,Stabsstelle
1127871382,Frauenbund,Frauengruppe
1130357813,Zusammenstellung,
1142448436,Gesichtserkennung,Biometrie
1151011754,Einzelarbeit,Unterrichtsform
116049018X,Klassizität,Klassik
1165568985,Pauschalpreis,Preis
1176559389,Accessible design,Barrierefreiheit | Diskriminierung | Teilhabe
1191316793,Ideengeberin,Ideengeber
1214377165,Losverfahren,Zufall
1219531138,Altkalendarier,Orthodoxe Kirche
1253972168,Mentoring,Mentorin | Mentor
1265406073,Sitzung Motiv,Motiv
1266504559,Spiral dynamics,Fortschritt | Wertwandel | Modell
1310159343,Aussetzung,
1318193575,Instrumentalisierung,
131871978X,Hotspot,
4001623-7,Amateurfunk,Funkamateur
4002179-8,Anschlussbahn,
4003936-5,Autobahn,Bundesfernstraße
4004361-7,Ballonfahrt,Luftfahrt | Freiballonsport
4005613-2,Bergbahn,
4006761-0,Binnenschifffahrt,Schifffahrt
4006767-1,Binnenwasserstraße,Wasserstraße
4008129-1,Breitspurbahn,Eisenbahn
4008242-8,Briefmarke,Postwertzeichen | Philatelie
4009628-2,CB-Funk,"Freenet | LPD,Funktechnik"
4010520-9,Containerverkehr,Güterverkehr
4010996-3,Dampfschiff,Schiff
4011113-1,Dateldienst,Telekommunikationsdienst
4013119-1,Drucksache,Postsendung
4014015-5,Eisenbahn,Schienenbahn
4014024-6,Eisenbahnbetrieb,Eisenbahntechnik
4014038-6,Eisenbahnlinie,Eisenbahnverkehr | Eisenbahn
4014054-4,Eisenbahnwagen,Eisenbahnfahrzeug
4016290-4,Fahrlehrer,Lehrer
4016310-6,Fahrstreifen,Fahrbahn | Straßenquerschnitt
4016317-9,Fahrtüchtigkeit,Tauglichkeit | Fahreignung
4016668-5,Feldbahn,Schmalspurbahn
4017656-3,Flugnavigation,Navigation | Flugregelung
4017678-2,Flugzeugführer,Fliegendes Personal | Flugzeugführerin
4017688-5,Flugzeugunfall,Unfall
4018398-1,Freizeitverkehr,Personenverkehr
4019638-0,Gefahrgut,Gefahrstoff
4022492-2,Güterverkehr,Wirtschaftsverkehr | Transport
4022859-9,Hafen,
4023257-8,Handelsstraße,Fernstraße
4026748-9,Individualverkehr,Personenverkehr
4029115-7,Kabelrundfunk,Rundfunk | Drahtfunk
4031037-1,Kleinbahn,Nebenbahn
4031830-8,Kombinierter Verkehr,Güterverkehr
4032656-1,Kraftfahrer,Verkehrsteilnehmer | Fahrer | Kraftfahrerin
4033480-6,Küstenschifffahrt,Seeschifffahrt
4035275-4,Leitkabel,Kabel
4035480-5,Leuchtfeuer,Seezeichen
4035481-7,Leuchtturm,Seezeichen | Turm
4035849-5,Linienschifffahrt,Schifffahrt | Linienverkehr
4036380-6,Lotse,
4036557-8,Luftfahrt,Verkehr | Luftverkehr
4036559-1,Luftverkehrsgesellschaft,Verkehrsbetrieb
4036597-9,Luftverkehr,Verkehr | Luftfahrt
4038439-1,Meilenstein,Kilometerstein | Myriameterstein
4041169-2,Nahverkehr,Verkehr
4041447-4,Nautik,
4041457-7,Navigation,Ortung
4041485-1,Nebenbahn,Eisenbahnlinie
4043176-9,Öffentlicher Personennahverkehr,Personennahverkehr | Öffentlicher Verkehrsbetrieb
4043541-6,Omnibusverkehr,Personennahverkehr
4044674-8,Park-and-ride-System,Gebrochener Verkehr | Personenverkehr
4044677-3,Parken,Ruhender Verkehr
4044684-0,Parkplatz,Platz | Parkfläche | Verkehrsbau
4045298-0,Personenverkehr,Verkehr
4046886-0,Post,
4046887-2,Postamt,
4046902-5,Postkarte,Postsendung
4048155-4,Radfahren,Radsport | Fahrrad
4050452-9,Rollenmarke,Briefmarke
4052370-6,Schienenschnellverkehr,Schienenverkehr | Schnellverkehr | Hochgeschwindigkeitszug
4052371-8,Schienenverkehr,Landverkehr
4052413-9,Schiffsbesatzung,Mitarbeiter | Verkehrsberuf
4052449-8,Schiffsunfall,Unfall | Havarie
4052798-0,Schmalspurbahn,Eisenbahn | Spurweite
4054115-0,Seefunkdienst,Funkdienst | Küstenfunkstelle
4054164-2,Seemannschaft,Nautik
4054181-2,Seeschiff,Schiff
4054184-8,Seeschifffahrt,Schifffahrt | Seewesen | Maritime Wirtschaft | Seehandel
4054233-6,Segelschifffahrt,Schifffahrt
4054234-8,Segelschulschiff,Segelschiff | Schulschiff
4054944-6,Signalstation,
4056085-5,Speditionsbetrieb,Logistikunternehmen | Spediteur | Güterverkehrsbetrieb
4056520-8,Sprechfunkzeugnis,
4056783-7,Stadtverkehr,Verkehr
4057258-4,Stempelmarke,Briefmarke
4057883-5,Straße,Verkehrsweg | Verkehrsbau
4057912-8,Straßennetz,Straße | Verkehrsnetz | Wegenetz | Verkehrsträger
4057931-1,Straßenverkehr,Landverkehr
4059185-2,Taxi,
4059186-4,Taxifahrer,Berufskraftfahrer | Taxifahrerin
4059358-7,Telegrafie,Fernschreiben
4059360-5,Telekommunikation,Kommunikation | Nachrichtenwesen | Informationstechnik | Fernmeldewesen | Neue Medien | Nachrichtentechnik
4059373-3,Teletex,Fernschreiben
4059526-2,Terrestrische Navigation,Navigation
4060680-6,Transport,
4060690-9,Transportkosten,Kosten
4061609-5,Umschlag Transport,Transporttechnik
4062901-6,Verkehr,
4062902-8,Verkehrsablauf,
4062909-0,Verkehrsbedienung,Verkehrsangebot
4062911-9,Verkehrsbetrieb,Unternehmen
4062926-0,Verkehrserziehung,Unterricht
4062940-5,Verkehrsinvestition,Infrastrukturinvestition
4062942-9,Verkehrslärm,Lärm
4062943-0,Verkehrsleistung,
4062947-8,Verkehrsmittel,Fortbewegungsmittel | Verkehrsweg
4062953-3,Verkehrsnetz,Versorgungsnetz | Verkehrsträger
4062954-5,Verkehrsplanung,Fachplanung
4062955-7,Verkehrspolitik,Politik
4062962-4,Verkehrssicherheit,Sicherheit
4062975-2,Verkehrstarif,Tarif
4062983-1,Verkehrsunfall,Unfall
4062987-9,Verkehrsverhalten,Verhalten | Verkehrspsychologie
4062992-2,Verkehrswirtschaft,
4062994-6,Verkehrszeichen,Zeichen | Straßenausstattung
4063049-3,"Gauss Schiff, 1949-1979",Forschungsschiff
4064794-8,Wasserstraße,Gewässer | Verkehrsträger
4065564-7,Werkbahn,Eisenbahn
4065592-1,Werkverkehr,
4067334-0,Zahnradbahn,Bergbahn | Schienenbahn
4071100-6,Fahrerlaubnis,Führerschein
4076473-4,Radfahrerverkehr,Verkehr
4076489-8,Radweg,Verkehrsweg
4112767-5,Binnenhafen,Hafen
4112792-4,Block Philatelie,Sondermarke
4113541-6,Fernschreiben,
4113586-6,Flughafenbetrieb,
4113587-8,Flugsimulator,Simulator
4113727-9,Geschwindigkeitsbegrenzung,
4114019-9,Innerdeutscher Reiseverkehr,Reiseverkehr
4114452-1,Lotsenbruderschaft,Bruderschaft
4115465-4,Orientexpress,Expresszug
4116383-7,Schifffahrt,Verkehrsträger
4116385-0,Schiffstaufe,Namengebung
4116386-2,Schiffsuntergang,Schiffsversenkung | Schiffbruch
4116411-8,Schnellverkehr,Verkehr
4116453-2,Seenot,
4116455-6,Seehafen,Hafen
4117196-2,TGV,Schienenschnellverkehr | Hochgeschwindigkeitszug | Zuggattung
4117347-8,Verkehrsberuhigung,
4117373-9,Victory Schiff,Segelschiff
4117400-8,Vorarlberg Schiff,Fahrgastschiff
4120493-1,Innerbetrieblicher Verkehr,Verkehr
4120546-7,Karawane,
4120649-6,Landung,Landeanflug | Flugmanöver
4120694-0,Manöver Schifffahrt,
4120762-2,Motivphilatelie,Philatelie
4120860-2,Albatros Schiff,Fahrgastschiff | Dampfschiff
4121216-2,Erschließungsstraße,Innerortsstraße
4121281-2,Flugfunkdienst,Funkdienst | Funkverkehr
4121325-7,Gefahrensymbol,Graphisches Symbol | Gefahrenkennzeichnung
4121326-9,Gefahrklasse,
4121455-9,Passstraße,"Pass,Geografie | Gebirgsstraße"
4121467-5,Personenbeförderung,Personenverkehr | Transport
4121496-1,Poststelle,Postamt
4121603-9,Saint Louis Schiff,Fahrgastschiff
4121617-9,Schleppschifffahrt,Binnenschifffahrt
4121698-2,Spediteur,Unternehmer | Frachtführer | Speditionsbetrieb | Güterkraftverkehrsunternehmer | Transport- und Logistikberuf
4121764-0,Telekommunikationsmarkt,Markt | Telekommunikationswirtschaft
4121777-9,Titanic,Fahrgastschiff
4121852-8,Verkehrssektor,
4122398-6,Verkehrsanlage,Verkehrsinfrastruktur | Verkehrsfläche
4122800-5,Ansichtspostkarte,Postkarte | Philokartie | Bildpostkarte
4123243-4,Funkstelle,
4124017-0,Radfahrerunfall,Verkehrsunfall
4124085-6,Rufbus,"Öffentlicher Personennahverkehr | Omnibus | Omnibusverkehr | Kabinenbahn,Nahverkehr"
4124086-8,Rufzeichen,
4124463-1,Wetterfunkdienst,Funkdienst
4124893-4,Fahreignung,Fahrtüchtigkeit
4125127-1,Fernverkehr,Verkehr
4125536-7,Telefonieren,
4125556-2,Funkdienst,Funktechnik
4125558-6,Beweglicher Funkdienst,Funkdienst | Mobilfunk
4125717-0,Kurierdienst,KEP-Dienst
4125733-9,Landstraße,Außerortsstraße
4126054-5,Hafenanlage,Hafen
4126093-4,Museumsschiff,Schiff
4126626-2,Saumpfad,Pfad
4126670-5,Spätverkehrszeit,
4127090-3,Verkehrsmarktordnung,Marktordnung
4127091-5,Verlader,
4127408-8,Speditionskaufmann,Kaufmann | Speditionskauffrau | Kaufmann für Spedition und Logistikdienstleistung
4127478-7,Parkfläche,Verkehrsfläche
4127487-8,Kabelpilotprojekt Ludwigshafen,Kabelpilotprojekt
4127897-5,Fähre,Wasserfahrzeug
4128014-3,Seeräuber,Seeräuberei | Seeräuberin
4128707-1,Eisenbahnnetz,Verkehrsnetz | Eisenbahnanlage | Verkehrsträger
4129048-3,Fernstraße,Außerortsstraße
4129084-7,Bundesfernstraße,Fernstraße
4129465-8,Bahnhof,Verkehrsbau
4129587-0,Öffentlicher Verkehrsbetrieb,Verkehrsbetrieb | Öffentlicher Personennahverkehr
4129621-7,Winterdienst,Straßenunterhaltung
4129626-6,Ra Boot,Papyrusboot
4129674-6,Bildpostkarte,Postkarte | Ansichtspostkarte
4129680-1,Feldpost,Post | Militär
4129710-6,Pendelverkehr,Verkehr | Pendelwanderung | Berufsverkehr | Pendler
4129894-9,Plan Freycinet,
4129949-8,Museumsbahn,Eisenbahn
4129962-0,Führerschein,Ausweis | Fahrerlaubnis
4130207-2,Fernmeldewesen,Post | Nachrichtenwesen | Telekommunikation
4130574-7,Überlandbahn,Straßenbahnlinie | Schienennahverkehr
4130781-1,Pullmanwagen,Reisezugwagen
4130841-4,Panoramawagen,Reisezugwagen
4130842-6,Expresszug,Eisenbahnzug
4130884-0,Eisenbahnsignal,Signal | Eisenbahnsignalanlage
4131045-7,Fahrbahnmarkierung,Straßenausstattung
4131124-3,Videokonferenz,Telekonferenz | Telepräsenz
4131569-8,Dampfschifffahrt,Schifffahrt
4131741-5,Verkehrsbetriebslehre,Betriebswirtschaftslehre
4131860-2,Lusitania Schiff,Fahrgastschiff
4132165-0,Fahrerverhalten,Verkehrsverhalten
4132427-4,Kreuzung,
4132506-0,Handelsschifffahrt,Schifffahrt
4132723-8,Schülerpostkarte,Bildpostkarte
4133123-0,Rheinfunk,Funkdienst
4133147-3,Küstenfunkstelle,Funkstelle | Seefunkdienst
4133448-6,Posteingang,
4133580-6,Bundeswasserstraße,Wasserstraße
4133587-9,Fernmeldedienst,Telekommunikationsdienst
4133709-8,Verkehrsleittechnik,Leittechnik | Verkehrsleitsystem
4133785-2,UBS Switzerland Schiff,Jacht
4133846-7,Ladegut,Güterverkehr
4134032-2,Transportmarkt,Verkehrsmarkt
4134119-3,Postzustellung,
4134131-4,Seezeichen,Schifffahrtszeichen
4134157-0,Verkehrsnachfrage,Nachfrage
4134273-2,Taxiunternehmen,
4134274-4,Mietwagenunternehmen,
4134527-7,Bundesstraße,Bundesfernstraße
4134719-5,Gebirgsbahn,Eisenbahn
4134734-1,Fernfahrer,Lastkraftwagenfahrer | Fernfahrerin
4134796-1,Privatbahn,Eisenbahn
4134835-7,Lokomotivfahrdienst,
4135006-6,Argo Schiff,Galeere
4135184-8,Vorfahrt,
4135254-3,Flugbegleiterin,Fliegendes Personal | Flugbegleiter
4135548-9,Transportkette Güterverkehr,
4135752-8,DX,Kurzwellenempfang | Weitverkehr
4136909-9,Fahrer,Fahrerin
4137045-4,Berufskraftfahrer,Kraftfahrer | Berufskraftfahrerin | Verkehrsberuf
4137229-3,Internationaler Postverkehr,Post
4137254-2,Eisenbahner,Verkehrsberuf | Eisenbahnerin
4137662-6,Kabelpilotprojekt Berlin,Kabelpilotprojekt
4137743-6,Ankerplatz,
4137752-7,Kon-Tiki,Floß
4137858-1,Motorflug,Luftfahrt
4138137-3,Gütereinteilung,
4138252-3,Seemann,Schiffer | Schiffsbesatzung | Weiblicher Seemann
4138275-4,Verkehrsregelung,
4138276-6,Privatflugzeugführer,Flugzeugführer
4138284-5,Charterverkehr,Verkehr
4138315-1,Motorradfahren,Motorradfahrer
4139285-1,Zivilflugzeug,Flugzeug
4139336-3,Verkehrsfunk,Funkdienst | Hörfunksendung
4139989-4,Rainbow Warrior Schiff,
4140163-3,Fahrpersonal,
4140610-2,Chartern,
4140632-1,Schalterdienst,
4140697-7,Speisewagen,Reisezugwagen | Büffetwagen
4140907-3,Fußgänger,Verkehrsteilnehmer
4140908-5,Gehweg,Straße | Fußgängerzone
4140911-5,Fußgängerzone,Gehweg
4141204-7,Abwrackwerft,Werft
4141346-5,Activa Schiff,Dampfschiff
4141964-9,Allgemeines Sprechfunkzeugnis,Sprechfunkzeugnis
4142395-1,Andrea Doria Schiff,Fahrgastschiff
4142408-6,Anflugkontrolle,Flugsicherung
4142409-8,Anflugverfahren,Flugbetrieb | Landeanflug
4142510-8,Ankern,"Anker,Schiffbau"
4143005-0,ARIAM,Verkehrsfunk
4143208-3,Gebrochener Verkehr,Verkehr
4143385-3,Auffahrunfall,Verkehrsunfall
4143512-6,Ausfallstraße,Hauptverkehrsstraße
4143515-1,Ausflaggung,Flaggenrecht | Billigflagge
4143913-2,Bahnpost,Post
4144031-6,Barfreimachungsstempel,Poststempel
4144813-3,Berufsverkehr,Personenverkehr | Pendelverkehr | Arbeitsweg
4144865-0,Beschilderung,
4145412-1,Bildtelefonie,Telefonieren
4145573-3,Binnengüterverkehr,Güterverkehr | Binnenverkehr
4145581-2,Binnenverkehr,Verkehr
4146016-9,Block Eisenbahnverkehr,Eisenbahnverkehr
4146417-5,Bounty Schiff,Segelschiff
4146611-1,Briefsendung,Postsendung
4146744-9,Brückenwache,
4147228-7,Campingausrüstung,Ausrüstung
4150888-9,Durchgangsverkehr,Verkehr | Ortsdurchfahrt
4151330-7,Einkaufsverkehr,Verkehr
4151488-9,Eisenbahngüterverkehr,Güterverkehr | Eisenbahnverkehr
4151494-4,Eisenbahnpolitik,Verkehrspolitik
4151496-8,Eisenbahntarif,Fahrscheintarif
4151499-3,Eisenbahntransportfacharbeiter,Eisenbahnarbeiter
4151503-1,Eisenbahnverkehr,Schienenverkehr | Eisenbahn
4151506-7,Eisenbahnzug,
4151735-0,Elektrischer Personennahverkehr,Öffentlicher Personennahverkehr
4152703-3,Erdöltransport,Transport
4153464-5,Facharbeiter für Betrieb und Verkehr des Post- und Zeitungswesens,Transport- und Logistikberuf | Fachkraft für Brief- und Frachtverkehr
4153465-7,Facharbeiter für den Fernsprechverkehr,
4153466-9,Facharbeiter für Eisenbahntransporttechnik,Eisenbahnarbeiter
4153544-3,Fahrdienstleiter,Eisenbahner
4153550-9,Fahrgastinformation,Verkehrsinformation
4153552-2,Fahrgemeinschaft,
4153563-7,Fahrplan,
4153564-9,Fahrprüfung,
4153569-8,Fahrschüler,Fahrschule
4153571-6,Fahrschule,Fahrschüler
4153577-7,Fahrweg,Verkehrsweg
4153578-9,Fahrzeugeinsatz,
4153581-9,Fahrzeugkolonne,
4153943-6,Feldpostnummer,
4153958-8,Feldweg,Weg
4154033-5,Fernmeldegebühr,Gebühr
4154041-4,Fernmeldeverkehr,
4154042-6,Fernschnellzug,Schnellzug
4154079-7,Telefonanschluss,
4154080-3,Telefondienst,Telekommunikationsdienst
4154081-5,Telefongebühr,Fernmeldegebühr
4154088-8,Fernsprechverkehr,
4154091-8,Telefonzelle,
4154093-1,Fernstraßenbau,Straßenbau
4154746-9,Flugbetrieb,Luftverkehr
4154752-4,Flughafen,Verkehrsbau | Flugplatz
4154753-6,Flughafenplanung,
4154757-3,Fluglärm,Verkehrslärm
4154759-7,Fluglotse,Fluglotsin | Flugsicherung
4154763-9,Flugpassagier,Passagier
4154765-2,Flugplatz,Flughafen
4154771-8,Flugsicherung,Fluglotse
4154780-9,Flugzeugabsturz,Flugzeugunfall
4154918-1,Flussüberquerung,
4155120-5,Frachtführer,Spediteur | Transport- und Logistikberuf
4155147-3,Fram,Forschungsschiff
4155619-7,Fuhrpark,Transportmittel
4155702-5,Funkverkehr,Nachrichtenverkehr
4155750-5,Fußgängerverkehr,Verkehr
4156231-8,Gefahrzeichen,Warnzeichen
4156355-4,Geisterfahrer,Kraftfahrer
4156519-8,Gemeindestraße,Straße
4156626-9,Genève Schiff,Schiff
4157040-6,Geschwindigkeitsverhalten,Fahrerverhalten
4157647-0,Glomar Challenger,Forschungsschiff
